"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.modifierExtension","MedicinalProductDefinition.modifierExtension","","extensions
user content","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored","May be used to represent additional information that is not part of the basic definition of the resource and that modifies the understanding of the element that contains it and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"DomainResource.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.identifier","MedicinalProductDefinition.identifier","","MPID
","",1,*,"","","Y","Identifier {[]} {[]}
","Business identifier for this product. Could be an MPID","Business identifier for this product. Could be an MPID. When in development or being regulated, products are typically referenced by official identifiers, assigned by a manufacturer or regulator, and unique to a product (which, when compared to a product instance being prescribed, is actually a product type). See also MedicinalProductDefinition.code.","","","","","","","","","",,,,,"","value:system}
","Slice defining two different types of identifiers",,"closed","MedicinalProductDefinition.identifier",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.identifier:pmsId","MedicinalProductDefinition.identifier","pmsId","MPID
","",0,1,"","","","Identifier {[CanonicalType[https://www.ages.at/fhir/medicinalproduct/StructureDefinition/at-medprod-identifier]]} {[]}
","An identifier intended for computation","An identifier - identifies some entity uniquely and unambiguously. Typically this is used for business identifiers.","The rules of the identifier.type  determine if a check digit is part of the ID value or sent separately, such as through the checkDigit extension.","","","","","","","","",,,,,"",,,,"MedicinalProductDefinition.identifier",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ident-1:Identifier with no value has limited utility.  If communicating that an identifier value has been suppressed or missing, the value element SHOULD be present with an extension indicating the missing semantic - e.g. data-absent-reason {value.exists()}"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.identifier:pmsId.id","MedicinalProductDefinition.identifier.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.identifier:pmsId.extension","MedicinalProductDefinition.identifier.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.identifier:pmsId.use","MedicinalProductDefinition.identifier.use","","","",0,1,"","Y","Y","code {[]} {[]}
","usual | official | temp | secondary | old (If known)","The purpose of this identifier.","Applications can assume that an identifier is permanent unless it explicitly says that it is temporary.","Allows the appropriate identifier for a particular context of use to be selected from among a set of identifiers.","","","","","","","",,"required","Identifies the purpose for this identifier, if known .","http://hl7.org/fhir/ValueSet/identifier-use|5.0.0","",,,,"Identifier.use",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.identifier:pmsId.type","MedicinalProductDefinition.identifier.type","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Description of identifier","A coded type for the identifier that can be used to determine which identifier to use for a specific purpose.","This element deals only with general categories of identifiers.  It SHOULD not be used for codes that correspond 1..1 with the Identifier.system. Some identifiers may fall into multiple categories due to common usage.   Where the system is known, a type is unnecessary because the type is always part of the system definition. However systems often need to handle identifiers where the system is not known. There is not a 1:1 relationship between type and system, since many different systems have the same type.","Allows users to make use of identifiers when the identifier system is not known.","","","","","","","",,"extensible","A coded type for an identifier that can be used to determine which identifier to use for a specific purpose.","http://hl7.org/fhir/ValueSet/identifier-type","",,,,"Identifier.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.identifier:pmsId.system","MedicinalProductDefinition.identifier.system","","","",1,1,"","","Y","uri {[]} {[]}
","The namespace for the identifier value","Establishes the namespace for the value - that is, an absolute URL that describes a set values that are unique.","Identifier.system is always case sensitive.","There are many sets  of identifiers.  To perform matching of two identifiers, we need to know what set we're dealing with. The system identifies a particular set of unique identifiers.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""https://www.ages.at/fhir/GRZ""/>","<valueUri xmlns=""http://hl7.org/fhir"" value=""http://www.acme.com/identifiers/patient""/>","","",,,,,"",,,,"Identifier.system",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.identifier:pmsId.value","MedicinalProductDefinition.identifier.value","","","",1,1,"","","Y","string {[]} {[]}
","The value that is unique","The portion of the identifier typically relevant to the user and which is unique within the context of the system.","If the value is a full URI, then the system SHALL be urn:ietf:rfc:3986.  The value's primary purpose is computational mapping.  As a result, it may be normalized for comparison purposes (e.g. removing non-significant whitespace, dashes, etc.)  A value formatted for human display can be conveyed using the [http://hl7.org/fhir/StructureDefinition/rendered-value](http://hl7.org/fhir/extensions/StructureDefinition-rendered-value.html)). Identifier.value is to be treated as case sensitive unless knowledge of the Identifier.system allows the processer to be confident that non-case-sensitive processing is safe.","","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""123456""/>","","",,,,,"",,,,"Identifier.value",0,1,"ident-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.identifier:pmsId.period","MedicinalProductDefinition.identifier.period","","","",0,1,"","","Y","Period {[]} {[]}
","Time period when id is/was valid for use","Time period during which identifier is/was valid for use.","","","","","","","","","",,,,,"",,,,"Identifier.period",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.identifier:pmsId.assigner","MedicinalProductDefinition.identifier.assigner","","","",0,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization]]}
","Organization that issued id (may be just text)","Organization that issued/manages the identifier.","The Identifier.assigner may omit the .reference element and only contain a .display element reflecting the name or other textual information about the assigning organization.","","","","","","","","",,,,,"",,,,"Identifier.assigner",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.identifier:GRZ","MedicinalProductDefinition.identifier","GRZ","MPID
","",1,1,"","","","Identifier {[CanonicalType[https://www.ages.at/fhir/medicinalproduct/StructureDefinition/at-medprod-identifier]]} {[]}
","An identifier intended for computation","An identifier - identifies some entity uniquely and unambiguously. Typically this is used for business identifiers.","The rules of the identifier.type  determine if a check digit is part of the ID value or sent separately, such as through the checkDigit extension.","","","","","","","","",,,,,"",,,,"MedicinalProductDefinition.identifier",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ident-1:Identifier with no value has limited utility.  If communicating that an identifier value has been suppressed or missing, the value element SHOULD be present with an extension indicating the missing semantic - e.g. data-absent-reason {value.exists()}"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.identifier:GRZ.id","MedicinalProductDefinition.identifier.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.identifier:GRZ.extension","MedicinalProductDefinition.identifier.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.identifier:GRZ.use","MedicinalProductDefinition.identifier.use","","","",0,1,"","Y","Y","code {[]} {[]}
","usual | official | temp | secondary | old (If known)","The purpose of this identifier.","Applications can assume that an identifier is permanent unless it explicitly says that it is temporary.","Allows the appropriate identifier for a particular context of use to be selected from among a set of identifiers.","","","","","","","",,"required","Identifies the purpose for this identifier, if known .","http://hl7.org/fhir/ValueSet/identifier-use|5.0.0","",,,,"Identifier.use",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.identifier:GRZ.type","MedicinalProductDefinition.identifier.type","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Description of identifier","A coded type for the identifier that can be used to determine which identifier to use for a specific purpose.","This element deals only with general categories of identifiers.  It SHOULD not be used for codes that correspond 1..1 with the Identifier.system. Some identifiers may fall into multiple categories due to common usage.   Where the system is known, a type is unnecessary because the type is always part of the system definition. However systems often need to handle identifiers where the system is not known. There is not a 1:1 relationship between type and system, since many different systems have the same type.","Allows users to make use of identifiers when the identifier system is not known.","","","","","","","",,"extensible","A coded type for an identifier that can be used to determine which identifier to use for a specific purpose.","http://hl7.org/fhir/ValueSet/identifier-type","",,,,"Identifier.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.identifier:GRZ.system","MedicinalProductDefinition.identifier.system","","","",1,1,"","","Y","uri {[]} {[]}
","The namespace for the identifier value","Establishes the namespace for the value - that is, an absolute URL that describes a set values that are unique.","Identifier.system is always case sensitive.","There are many sets  of identifiers.  To perform matching of two identifiers, we need to know what set we're dealing with. The system identifies a particular set of unique identifiers.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""http://ema.europa.eu/fhir/pmsId""/>","<valueUri xmlns=""http://hl7.org/fhir"" value=""http://www.acme.com/identifiers/patient""/>","","",,,,,"",,,,"Identifier.system",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.identifier:GRZ.value","MedicinalProductDefinition.identifier.value","","","",1,1,"","","Y","string {[]} {[]}
","The value that is unique","The portion of the identifier typically relevant to the user and which is unique within the context of the system.","If the value is a full URI, then the system SHALL be urn:ietf:rfc:3986.  The value's primary purpose is computational mapping.  As a result, it may be normalized for comparison purposes (e.g. removing non-significant whitespace, dashes, etc.)  A value formatted for human display can be conveyed using the [http://hl7.org/fhir/StructureDefinition/rendered-value](http://hl7.org/fhir/extensions/StructureDefinition-rendered-value.html)). Identifier.value is to be treated as case sensitive unless knowledge of the Identifier.system allows the processer to be confident that non-case-sensitive processing is safe.","","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""123456""/>","","",,,,,"",,,,"Identifier.value",0,1,"ident-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.identifier:GRZ.period","MedicinalProductDefinition.identifier.period","","","",0,1,"","","Y","Period {[]} {[]}
","Time period when id is/was valid for use","Time period during which identifier is/was valid for use.","","","","","","","","","",,,,,"",,,,"Identifier.period",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.identifier:GRZ.assigner","MedicinalProductDefinition.identifier.assigner","","","",0,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization]]}
","Organization that issued id (may be just text)","Organization that issued/manages the identifier.","The Identifier.assigner may omit the .reference element and only contain a .display element reflecting the name or other textual information about the assigning organization.","","","","","","","","",,,,,"",,,,"Identifier.assigner",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.type","MedicinalProductDefinition.type","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Regulatory type, e.g. Investigational or Authorized","Regulatory type, e.g. Investigational or Authorized.","","","","","","","","","",,"example","Overall defining type of this medicinal product.","http://hl7.org/fhir/ValueSet/medicinal-product-type","",,,,"MedicinalProductDefinition.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.domain","MedicinalProductDefinition.domain","","","",0,1,"","","","CodeableConcept {[CanonicalType[https://www.ages.at/fhir/medicinalproduct/StructureDefinition/at-medprod-codeableconcept]]} {[]}
","Domain","A concept that may be defined by a formal reference to a terminology or ontology or may be provided by text.","Not all terminology uses fit this general pattern. In some cases, models should not use CodeableConcept and use Coding directly and provide their own structure for managing text, codings, translations and the relationship between elements and pre- and post-coordination.","","","","","","","","",,"example","Applicable domain for this product (e.g. human, veterinary).","http://hl7.org/fhir/ValueSet/medicinal-product-domain","",,,,"MedicinalProductDefinition.domain",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.domain.id","MedicinalProductDefinition.domain.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.domain.extension","MedicinalProductDefinition.domain.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.domain.coding","MedicinalProductDefinition.domain.coding","","","",0,*,"","","","Coding {[CanonicalType[https://www.ages.at/fhir/medicinalproduct/StructureDefinition/at-medprod-coding]]} {[]}
","A reference to a code defined by a terminology system","A reference to a code defined by a terminology system.","Codes may be defined very casually in enumerations or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.","Allows for alternative encodings within a code system, and translations to other code systems.","","","","","","","",,"required","","https://ema.europa.eu/fhir/vs/domain","",,,,"CodeableConcept.coding",0,*,"","cod-1:A Coding SHOULD NOT have a display unless a code is also present.  Computation on Coding.display alone is generally unsafe.  Consider using CodeableConcept.text {code.exists().not() implies display.exists().not()}
ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.domain.text","MedicinalProductDefinition.domain.text","","","",0,1,"","","Y","string {[]} {[]}
","Plain text representation of the concept","A human language representation of the concept as seen/selected/uttered by the user who entered the data and/or which represents the intended meaning of the user.","Very often the text is the same as a displayName of one of the codings.","The codes from the terminologies do not always capture the correct meaning with all the nuances of the human using them, or sometimes there is no appropriate code at all. In these cases, the text is used to capture the full meaning of the source.","","","","","","","",,,,,"",,,,"CodeableConcept.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.version","MedicinalProductDefinition.version","","","",0,1,"","","Y","string {[]} {[]}
","A business identifier relating to a specific version of the product","A business identifier relating to a specific version of the product, this is commonly used to support revisions to an existing product.","","","","","","","","","",,,,,"",,,,"MedicinalProductDefinition.version",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.status","MedicinalProductDefinition.status","","","",0,1,"","Y","Y","CodeableConcept {[]} {[]}
","The status within the lifecycle of this product record","The status within the lifecycle of this product record. A high-level status, this is not intended to duplicate details carried elsewhere such as legal status, or authorization status.","","","","","","","","","",,"preferred","The lifecycle status of an artifact.","http://hl7.org/fhir/ValueSet/publication-status","",,,,"MedicinalProductDefinition.status",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.statusDate","MedicinalProductDefinition.statusDate","","","",0,1,"","","Y","dateTime {[]} {[]}
","The date at which the given status became applicable","The date at which the given status became applicable.","","","","","","","","","",,,,,"",,,,"MedicinalProductDefinition.statusDate",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.description","MedicinalProductDefinition.description","","","",0,1,"","","Y","markdown {[]} {[]}
","General description of this product","General description of this product.","","","","","","","","","",,,,,"",,,,"MedicinalProductDefinition.description",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.combinedPharmaceuticalDoseForm","MedicinalProductDefinition.combinedPharmaceuticalDoseForm","","","",1,1,"","","","CodeableConcept {[CanonicalType[https://www.ages.at/fhir/medicinalproduct/StructureDefinition/at-medprod-codeableconcept]]} {[]}
","Pharmaceutical dose form","A concept that may be defined by a formal reference to a terminology or ontology or may be provided by text.","Not all terminology uses fit this general pattern. In some cases, models should not use CodeableConcept and use Coding directly and provide their own structure for managing text, codings, translations and the relationship between elements and pre- and post-coordination.","","","","","","","","",,"example","Dose forms for a product as a whole, considering all individual parts, but before any mixing","http://hl7.org/fhir/ValueSet/combined-dose-form","",,,,"MedicinalProductDefinition.combinedPharmaceuticalDoseForm",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.route","MedicinalProductDefinition.route","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","The path by which the product is taken into or makes contact with the body","The path by which the product is taken into or makes contact with the body. In some regions this is referred to as the licenced or approved route. See also AdministrableProductDefinition resource. MedicinalProductDefinition.route is the same concept as AdministrableProductDefinition.routeOfAdministration.code, and they cannot be used together.","","","","","","","","","",,"example","A code specifying the route or physiological path of administration of a therapeutic agent into or onto a patient's body.","http://hl7.org/fhir/ValueSet/route-codes","",,,,"MedicinalProductDefinition.route",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.indication","MedicinalProductDefinition.indication","","","",0,1,"","","Y","markdown {[]} {[]}
","Description of indication(s) for this product, used when structured indications are not required","Description of indication(s) for this product, used when structured indications are not required. In cases where structured indications are required, they are captured using the ClinicalUseDefinition resource. An indication is a medical situation for which using the product is appropriate.","","","","","","","","","",,,,,"",,,,"MedicinalProductDefinition.indication",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.legalStatusOfSupply","MedicinalProductDefinition.legalStatusOfSupply","","","",1,1,"","","","CodeableConcept {[CanonicalType[https://www.ages.at/fhir/medicinalproduct/StructureDefinition/at-medprod-codeableconcept]]} {[]}
","Prescription requirement state","A concept that may be defined by a formal reference to a terminology or ontology or may be provided by text.","Not all terminology uses fit this general pattern. In some cases, models should not use CodeableConcept and use Coding directly and provide their own structure for managing text, codings, translations and the relationship between elements and pre- and post-coordination.","","","","","","","","",,"required","","https://ema.europa.eu/fhir/vs/legalStatusForTheSupply","",,,,"MedicinalProductDefinition.legalStatusOfSupply",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.additionalMonitoringIndicator","MedicinalProductDefinition.additionalMonitoringIndicator","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Whether the Medicinal Product is subject to additional monitoring for regulatory reasons","Whether the Medicinal Product is subject to additional monitoring for regulatory reasons, such as heightened reporting requirements.","","","","","","","","","",,"example","Extra measures defined for a Medicinal Product, such as heightened reporting requirements (e.g. Black Triangle Monitoring).","http://hl7.org/fhir/ValueSet/medicinal-product-additional-monitoring","",,,,"MedicinalProductDefinition.additionalMonitoringIndicator",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.specialMeasures","MedicinalProductDefinition.specialMeasures","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","Whether the Medicinal Product is subject to special measures for regulatory reasons","Whether the Medicinal Product is subject to special measures for regulatory reasons, such as a requirement to conduct post-authorization studies.","","","","","","","","","",,"example","Extra measures defined for a Medicinal Product, such as a requirement to conduct post-authorization studies.","http://hl7.org/fhir/ValueSet/medicinal-product-special-measures","",,,,"MedicinalProductDefinition.specialMeasures",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.pediatricUseIndicator","MedicinalProductDefinition.pediatricUseIndicator","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","If authorised for use in children","If authorised for use in children, or infants, neonates etc.","","","","","","","","","",,"example","Suitability for age groups, in particular children.","http://hl7.org/fhir/ValueSet/medicinal-product-pediatric-use","",,,,"MedicinalProductDefinition.pediatricUseIndicator",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.classification","MedicinalProductDefinition.classification","","","",0,*,"","","","CodeableConcept {[CanonicalType[https://www.ages.at/fhir/medicinalproduct/StructureDefinition/at-medprod-codeableconcept]]} {[]}
","Concept - reference to a terminology or just  text","A concept that may be defined by a formal reference to a terminology or ontology or may be provided by text.","Not all terminology uses fit this general pattern. In some cases, models should not use CodeableConcept and use Coding directly and provide their own structure for managing text, codings, translations and the relationship between elements and pre- and post-coordination.","","","","","","","","",,"example","This value set includes codes from the Anatomical Therapeutic Chemical Classification System - provided as an exemplar value set.","http://hl7.org/fhir/ValueSet/medicinal-product-classification","",,,,"MedicinalProductDefinition.classification",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.classification.id","MedicinalProductDefinition.classification.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.classification.extension","MedicinalProductDefinition.classification.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.classification.coding","MedicinalProductDefinition.classification.coding","","","",0,*,"","","","Coding {[CanonicalType[https://www.ages.at/fhir/medicinalproduct/StructureDefinition/at-medprod-coding]]} {[]}
","A reference to a code defined by a terminology system","A reference to a code defined by a terminology system.","Codes may be defined very casually in enumerations or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.","Allows for alternative encodings within a code system, and translations to other code systems.","","","","","","","",,,,,"","pattern:system}
","Classification contains ATC Code WHO, ATC Code RMS, Immunisation Target, Lebendimpfstoff, Wechselwirkung",,"open","CodeableConcept.coding",0,*,"","cod-1:A Coding SHOULD NOT have a display unless a code is also present.  Computation on Coding.display alone is generally unsafe.  Consider using CodeableConcept.text {code.exists().not() implies display.exists().not()}
ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.classification.coding:interactionRelevance","MedicinalProductDefinition.classification.coding","interactionRelevance","","",0,1,"","","","Coding {[CanonicalType[https://www.ages.at/fhir/medicinalproduct/StructureDefinition/at-medprod-coding]]} {[]}
","A reference to a code defined by a terminology system","A reference to a code defined by a terminology system.","Codes may be defined very casually in enumerations or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.","Allows for alternative encodings within a code system, and translations to other code systems.","","","","","","","",,,,,"",,,,"CodeableConcept.coding",0,*,"","cod-1:A Coding SHOULD NOT have a display unless a code is also present.  Computation on Coding.display alone is generally unsafe.  Consider using CodeableConcept.text {code.exists().not() implies display.exists().not()}
ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}"
"at-medprod-medicinalProductDefinition","MedicinalProductDefinition.classification.coding:interactionRelevance.id","MedicinalProductDefinition.classification.coding.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
